Company,Panda Link,Tax Name,Master Tax ID,Original Subject Wages,Original Gross Subject Wages,Original Amount,Corrected Subject Wages,Corrected Gross Subject Wages,Corrected Amount,Payment Amount,Comments,Unique ID,Period Requested,Y / Q,Tier,Wage diff,Gross wage diff,Tax Diff,Prepaid?,Type,Tax Lib,MasterTax Major,MT Paper/Efile,Reviewer,Week,Start Time,End Time,Status,Payment Made?,Fake News?,Notes,Root Cause,Helper,TRes
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Kentucky Service Capacity Upgrade Fund Surcharge Tax,KY0000-133,$0.00,$0.00,$0.00,$0.00,"$16,369.98",$0.00,$0.00," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778KY0000-1337757616923591831,9/27/2019,2019 2,Tier 3,$0.00,"$16,369.98",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",KY0000-133,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Fayette County - OLTS,KY1000-138,$0.00,$0.00,$0.00,"$16,369.98","$16,369.98",$81.84,$81.84," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778KY1000-1387757616923591831,9/27/2019,2019 2,Tier 3,"$16,369.98","$16,369.98",$81.84,No,SW increase,"Administrative error, employee payroll was not included on the original return",KY1000-138,Manual,,,,,,,,,,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Alabama Unemployment Insurance Tax,AL0000-010,$0.00,$0.00,$0.00,$0.00,"$16,646.98",$0.00,$0.00," Moving wages for ee Janet Johnson from CA to SC  Moving wages for ee Katharine Stolecki from CA to KY03728147 (tineke.bierma@gusto.com at Oct 02, 2019 at 12:34 PM) Amendments needed to move Employee Sarah Varney's wages from CA to AL 03833110 (peyton.griest@gusto.com at Oct 10, 2019 at  2:53 PM)",2019243735.5027777778AL0000-0107757616923591831,9/27/2019,2019 2,Tier 1,$0.00,"$16,646.98",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-010,e-File,Kinzi,12/9/2019,,12/14/2019,Done,No,Yes,no original al filing- cannot amend,State Tax,,11.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Alabama Unemployment Insurance Tax,AL0000-010,$0.00,$0.00,$0.00,$0.00,"$15,676.38",$0.00,$0.00,"\Mark company return for Q3 2019 as needing amendment\ Original filing showed subject wages and amounts in MN for Emily W when she should have been in TX. This amendment reflects the corrected totals (04020218)  (megan.redmond@gusto.com at Oct 25, 2019 at  9:50 AM)",2019343748.61875AL0000-0107757616923591831,10/4/2019,2019 3,Tier 1,$0.00,"$15,676.38",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-010,e-File,Kinzi,12/9/2019,,,Needs TPA,No,No,"sent TPA email
",State Tax,,
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Minnesota State Unemployment Insurance Surcharge,MN0000-128,"$94,639.61","$344,046.87",$94.65,"$94,639.61","$333,213.55",$94.65,$0.00,"\Mark company return for Q3 2019 as needing amendment\ Original filing showed subject wages and amounts in MN for Emily W when she should have been in TX. This amendment reflects the corrected totals (04020218)  (megan.redmond@gusto.com at Oct 25, 2019 at  9:50 AM)",2019343748.61875MN0000-0107757616923591831,10/4/2019,2019 3,Tier 1,$0.00,"-$10,833.32",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",MN0000-010,Hand Key,Maggie,12/9/2019,,12/12/2019,Done,No,No,5164847_121219132309,State Tax,,9.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Minnesota State Withholding Tax,MN0000-001,"$324,442.64","$324,442.64","$17,896.00","$313,826.00","$313,826.00","$17,300.00",$0.00,"\Mark company return for Q3 2019 as needing amendment\ Original filing showed subject wages and amounts in MN for Emily W when she should have been in TX. This amendment reflects the corrected totals (04020218)  (megan.redmond@gusto.com at Oct 25, 2019 at  9:50 AM)",2019343748.61875MN0000-0017757616923591831,10/4/2019,2019 3,Tier 2,"-$10,616.64","-$10,616.64",-$596.00,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",MN0000-001,Hand Key,Ian,12/9/2019,,12/14/2019,Done,,,	1-779-940-384,State Tax,,10.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Minnesota Unemployment Insurance Tax,MN0000-010,"$94,639.61","$344,046.87","$1,145.11","$94,639.61","$333,213.55","$1,145.11",$0.00,"\Mark company return for Q3 2019 as needing amendment\ Original filing showed subject wages and amounts in MN for Emily W when she should have been in TX. This amendment reflects the corrected totals (04020218)  (megan.redmond@gusto.com at Oct 25, 2019 at  9:50 AM)",2019343748.61875MN0000-0107757616923591831,10/4/2019,2019 3,Tier 1,$0.00,"-$10,833.32",$0.00,No,SW reduction,"Employee was overpaid wages, funds have been recouped",MN0000-010,Hand Key,Maggie,12/9/2019,,12/12/2019,Done,No,No,5164847_121219132309,State Tax,,9.0
"Hinge Health, Inc.",https://app.gusto.com/panda/companies/7757616923591831,Alabama Withholding Tax,AL0000-001,$0.00,$0.00,$0.00,"$15,362.85","$15,362.85",$0.00,$0.00,"\Mark company return for Q3 2019 as needing amendment\ Original filing showed subject wages and amounts in MN for Emily W when she should have been in TX. This amendment reflects the corrected totals (04020218)  (megan.redmond@gusto.com at Oct 25, 2019 at  9:50 AM)",2019343748.61875AL0000-0017757616923591831,10/4/2019,2019 3,Tier 2,"$15,362.85","$15,362.85",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",AL0000-001,Hand Key,,,,,,,,,,,
Hireforce,https://app.gusto.com/panda/companies/7757616923481171,Hawaii Temporary Disability Insurance,HI0000-041,$108.80,"$11,057.70",$54.40,$0.00,$0.00,$0.00,$0.00,"amending Q1 for Austin Sherman - he was not to have been listed as liable for HI temporary Disability Insurance (jody.eckman@gusto.com at May 28, 2019 at  3:55 PM)",2019143613.6472222222HI0000-0017757616923481171,5/24/2019,2019 1,Tier 3,-$108.80,"-$11,057.70",-$54.40,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",HI0000-001,Manual,,,,,,,,,,,
HKI Kauai Inc.,https://app.gusto.com/panda/companies/7757616923552699,Hawaii Withholding Tax,HI0000-001,"$164,751.65","$164,751.65","$9,385.86","$165,991.65","$165,991.65","$9,385.86",$0.00,,2019143581.3527777778HI0000-0017757616923552699,4/26/2019,2019 1,Tier 3,"$1,240.00","$1,240.00",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",HI0000-001,Manual,,,,,,,,,,,
HKM Employment Attorneys LLP,https://app.gusto.com/panda/companies/7757616923647253,"Denver OPT, for employees",CO0080-051,"$155,219.08","$212,388.08",$46.00,"$155,219.08","$221,369.08",$57.50,$11.50,,2019343749.5694444444CO0080-0517757616923647253,10/11/2019,2019 3,Tier 3,$0.00,"$8,981.00",$11.50,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0080-051,Manual,,,,,,,,,,,
HKM Employment Attorneys LLP,https://app.gusto.com/panda/companies/7757616923647253,"Denver OPT, for employers",CO0080-137,"$155,219.08","$212,388.08",$32.00,"$155,219.08","$221,369.08",$40.00,$8.00,,2019343749.5694444444CO0080-0517757616923647253,10/11/2019,2019 3,Tier 3,$0.00,"$8,981.00",$8.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",CO0080-051,Manual,,,,,,,,,,,
Hochman Chiropractic PC,https://app.gusto.com/panda/companies/7757616923648247,Connecticut State Unemployment Tax,CT0000-010,$528.75,"$4,608.75",$35.96,"$4,608.75","$4,608.75",$313.40,$0.00,"Marking Q2 2019 for amendment as a result of wage base adjustments for State Unemployment due to removing wages from the beginning of the year  (gavin.lacroix@gusto.com at Jul 18, 2019 at 12:15 PM)",2019243664.4826388889CT0000-0107757616923648247,7/12/2019,2019 2,Tier 3,"$4,080.00",$0.00,$277.44,Yes,No SW change,No SW change,CT0000-010,Paper,Maddy,12/9/2019,,12/11/2019,Done,No,No,Company employees were incorrectly overpaid originally causing company to hit wage base later than previously reported. Amendment to reconcile. ,Reversal,,21.0
Hochman Chiropractic PC,https://app.gusto.com/panda/companies/7757616923648247,Connecticut State Unemployment Tax,CT0000-010,"$3,240.00","$8,480.00",$220.33,"$8,480.00","$8,480.00",$576.65,$0.00,"Marking Q1 2019 for amendment as a result of removing wages that should have been reported in a prior quarter  (gavin.lacroix@gusto.com at Jul 18, 2019 at 12:14 PM)",2019143664.48125CT0000-0107757616923648247,7/12/2019,2019 1,Tier 3,"$5,240.00",$0.00,$356.32,Yes,No SW change,No SW change,CT0000-010,Paper,Maddy,12/9/2019,,12/11/2019,Done,No,No,Company employees were incorrectly overpaid originally causing company to hit wage base later than previously reported. Amendment to reconcile. ,Reversal,,21.0
Hohman Rehab and Sports Therapy LLC,https://app.gusto.com/panda/companies/7757616923624660,Florida State Unemployment Tax,FL0000-010,"$17,873.02","$201,266.07",$28.61,"$17,873.02","$201,444.55",$28.61,$0.00,"Backing out employee medical deductions and company contributions 03835661 (michelle.rue@gusto.com at Oct 10, 2019 at  4:08 PM)",2019343748.6194444444FL0000-0107757616923624660,10/4/2019,2019 3,Tier 1,$0.00,$178.48,$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",FL0000-010,Paper,Maddy,12/2/2019,,12/9/2019,Done,No,No,increasing wages,Benefit,,9.0
"Hold Fast Consulting, LLC",https://app.gusto.com/panda/companies/7757616923566708,Oregon State Withholding Tax,OR0000-001,"$25,500.00","$25,500.00","$2,028.00","$27,000.00","$27,000.00","$2,163.00",$135.00,,2019243726.4472222222OR0000-9007757616923566708,9/13/2019,2019 2,Tier 2,"$1,500.00","$1,500.00",$135.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",OR0000-900,Paper,Dan,12/9/2019,,12/13/2019,Done,Yes,No,"DP ID: 1289984 217116675
",External,,13.0
"Hold Fast Consulting, LLC",https://app.gusto.com/panda/companies/7757616923566708,Oregon Employee Statewide Transit Tax,OR0000-135,"$25,500.00","$25,500.00",$25.50,"$27,000.00","$27,000.00",$27.00,$1.50,,2019243726.4472222222OR0000-1357757616923566708,9/13/2019,2019 2,Tier 3,"$1,500.00","$1,500.00",$1.50,No,SW increase,"Administrative error, employee payroll was not included on the original return",OR0000-135,Paper,Ryan,12/9/2019,,12/11/2019,Done,Yes,No,"per admin request backing out 401k deductions from 6/1 to present, admin had forgetting to remove deductions and has not been contributing",Benefit,,12.0
Holy Trinity Orthodox Church,https://app.gusto.com/panda/companies/7757616923760167,Pennsylvania Withholding Tax,PA0000-001,"$2,500.00","$2,500.00",$76.75,"$6,066.25","$6,066.25",$76.75,$0.00,"Original filings did not include exemptions for employee David Smith, this amendment reflects exemptions (02808061) (rouba.chehab@gusto.com at Apr 16, 2019 at  3:43 PM) Amended return includes complete wages for employees Alexander, Laura, and Edsel. 02792041 (mary.golden@gusto.com at Apr 19, 2019 at 12:05 PM)",2019143571.6479166667PA0000-0017757616923760167,4/12/2019,2019 1,Tier 4,"$3,566.25","$3,566.25",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-001,Hand Key,Kinzi,12/9/2019,,12/12/2019,Done,No,Yes,"fake news -- no tax amount change. will be reconciled on annual
",Exemption,,34.0
Holy Trinity Orthodox Church,https://app.gusto.com/panda/companies/7757616923760167,Pennsylvania Unemployment Insurance Employee Contribution,PA0000-020,"$2,500.00","$2,500.00",$3.63,"$3,566.25","$3,566.25",$2.13,$0.00,"Original filings did not include exemptions for employee David Smith, this amendment reflects exemptions (02808061) (rouba.chehab@gusto.com at Apr 16, 2019 at  3:43 PM) Amended return includes complete wages for employees Alexander, Laura, and Edsel. 02792041 (mary.golden@gusto.com at Apr 19, 2019 at 12:05 PM)",2019143571.6479166667PA0000-0107757616923760167,4/12/2019,2019 1,Tier 3,"$1,066.25","$1,066.25",-$1.50,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-010,e-File,Garrett,12/9/2019,,12/9/2019,Done,Yes,No,Done,External,,34.0
Holy Trinity Orthodox Church,https://app.gusto.com/panda/companies/7757616923760167,Pennsylvania Unemployment Insurance Tax,PA0000-010,"$2,500.00","$2,500.00",$261.34,"$3,566.25","$3,566.25",$372.81,$372.81,"Original filings did not include exemptions for employee David Smith, this amendment reflects exemptions (02808061) (rouba.chehab@gusto.com at Apr 16, 2019 at  3:43 PM) Amended return includes complete wages for employees Alexander, Laura, and Edsel. 02792041 (mary.golden@gusto.com at Apr 19, 2019 at 12:05 PM)",2019143571.6479166667PA0000-0107757616923760167,4/12/2019,2019 1,Tier 3,"$1,066.25","$1,066.25",$111.47,Investigate,SW increase,"Administrative error, employee payroll was not included on the original return",PA0000-010,e-File,Garrett,12/9/2019,,12/9/2019,Done,Yes,No,Done,External,,34.0
Holy Trinity Orthodox Church,https://app.gusto.com/panda/companies/7757616923760167,State College (Borough) State College Area School District EIT,PA2528-001,"$2,500.00","$2,500.00",$57.50,"$6,066.25","$6,066.25",$57.50,$0.00,"Original filings did not include exemptions for employee David Smith, this amendment reflects exemptions (02808061) (rouba.chehab@gusto.com at Apr 16, 2019 at  3:43 PM) Amended return includes complete wages for employees Alexander, Laura, and Edsel. 02792041 (mary.golden@gusto.com at Apr 19, 2019 at 12:05 PM)",2019143571.6479166667PA2528-0017757616923760167,4/12/2019,2019 1,Tier 3,"$3,566.25","$3,566.25",$0.00,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA2528-001,Manual,,,,,,,,,,,
Holy Trinity Orthodox Church,https://app.gusto.com/panda/companies/7757616923760167,State College (Borough) State College Area School District LST,PA2528-051,"$2,500.00","$2,500.00",$4.33,"$3,566.25","$3,566.25",$0.00,$0.00,"Original filings did not include exemptions for employee David Smith, this amendment reflects exemptions (02808061) (rouba.chehab@gusto.com at Apr 16, 2019 at  3:43 PM) Amended return includes complete wages for employees Alexander, Laura, and Edsel. 02792041 (mary.golden@gusto.com at Apr 19, 2019 at 12:05 PM)",2019143571.6479166667PA2528-0517757616923760167,4/12/2019,2019 1,Tier 3,"$1,066.25","$1,066.25",-$4.33,No,SW increase,"Administrative error, employee payroll was not included on the original return",PA2528-051,Manual,,,,,,,,,,,
Home Inspection Associates LLC,https://app.gusto.com/panda/companies/7757616923727581,Nevada Career Enhancement Program,NV0000-131,"$18,692.32","$18,692.32",$9.40,$0.00,$0.00,$0.00,$0.00,"Should have been exempt from NV taxes because Only Partners 03290146   (kathryn.beirise@gusto.com at Jul 21, 2019 at 12:04 PM)",2019143667.5013888889NV0000-0107757616923727581,7/19/2019,2019 1,Tier 1,"-$18,692.32","-$18,692.32",-$9.40,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NV0000-010,Paper,Helper,12/9/2019,,,"In Progress,Need Import",No,No,MT- RTS,Exemption,Ben,
Home Inspection Associates LLC,https://app.gusto.com/panda/companies/7757616923727581,Nevada State Unemployment Tax,NV0000-010,"$18,692.32","$18,692.32",$560.74,$0.00,$0.00,$0.00,$0.00,"Should have been exempt from NV taxes because Only Partners 03290146   (kathryn.beirise@gusto.com at Jul 21, 2019 at 12:04 PM)",2019143667.5013888889NV0000-0107757616923727581,7/19/2019,2019 1,Tier 1,"-$18,692.32","-$18,692.32",-$560.74,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NV0000-010,Paper,Helper,12/9/2019,,,"In Progress,Need Import",No,No,MT- RTS,Exemption,Ben,
Home Inspection Associates LLC,https://app.gusto.com/panda/companies/7757616923727581,Nevada Career Enhancement Program,NV0000-131,"$24,230.78","$24,230.78",$12.18,$0.00,$0.00,$0.00,$0.00,"Should have been exempt because only partners are employed per 03290146  (kathryn.beirise@gusto.com at Jul 21, 2019 at 12:05 PM)",2019243667.5013888889NV0000-0107757616923727581,7/19/2019,2019 2,Tier 1,"-$24,230.78","-$24,230.78",-$12.18,Reversal,SW reduction,"Employee was overpaid wages, funds have been recouped",NV0000-010,Paper,Helper,12/9/2019,,,"In Progress,Need Import",No,No,MT- RTS,Exemption,Ben,
